,Employee_ID,Age,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,Gender,Generation,Managerial_Employee,Minority,Organization_Tenure_Months,Salary,Employment_Type,Employment_Type_2,High_Potential,TimeInPrevPositionMonth,Current Functional Area,Current Job Level,Current Career Path,Current Performance Rating,Current Region,Current Country,CurCountryLat,CurCountryLon,Promotion within last 3 years,Changed Position within last 2 years,Change in Performance Rating,FunctionalAreaChangeType,JobLevelChangeType,Flight_Risk,age_binned,tenure_binned,salary_binned,Previous Functional Area,Previous Job Level,Previous Career Path,Previous Performance Rating,Previous Country,PrevCountryLat,PrevCountryLon,Previous Region,Previous Functional Area_new,Previous Job Level_new,Previous Career Path_new,Previous Performance Rating_new,Previous Country_new
17931,28531,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,2 - Specialist,Functional,1 - Does Not Meet Expectations,EMEA,Belgium,50.640735,4.6669599999999996,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,2 - Specialist,Functional,1 - Does Not Meet Expectations,Belgium,50.640735,4.6669599999999996,EMEA,3,1,1,0,3
17932,28532,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,2 - Specialist,Functional,3 - Meets Expectations,APJ,China,35.000074,104.999927,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,2 - Specialist,Functional,4 - Exceeds Expectations,China,35.000074,104.999927,APJ,3,1,1,3,8
17933,28533,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,France,46.603353999999996,1.888334,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,3 - Senior,Functional,4 - Exceeds Expectations,France,46.603353999999996,1.888334,EMEA,3,2,1,3,15
17934,28534,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,China,35.000074,104.999927,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,China,35.000074,104.999927,APJ,3,3,1,2,8
17935,28535,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Service,2 - Specialist,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,4,Service,2 - Specialist,Functional,3 - Meets Expectations,India,22.351115,78.667743,APJ,4,1,1,2,20
17936,28536,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,3 - Senior,Functional,3 - Meets Expectations,APJ,Singapore,1.290475,103.852036,No,No,3 - Decreasing,Intra-Functional Move,Demotion,Yes,1,1,4,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Singapore,1.290475,103.852036,APJ,3,3,1,3,42
17937,28537,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,Yes,0,Sales,4 - Expert / Manager,Project / Management,5 - Consistently Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,4 - Expert / Manager,Project / Management,5 - Consistently Exceeds Expectations,India,22.351115,78.667743,APJ,3,3,2,4,20
17938,28538,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,1 - Associate,Functional,4 - Exceeds Expectations,EMEA,Ireland,52.865196,-7.97946,No,Yes,1 - Increasing,Intra-Functional Move,Demotion,Yes,1,1,4,Sales,4 - Expert / Manager,Functional,2 - Partially Meets Expectations,Ireland,52.865196,-7.97946,EMEA,3,3,1,1,22
17939,28539,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,1 - Associate,Functional,3 - Meets Expectations,EMEA,Ireland,52.865196,-7.97946,No,Yes,2 - Constant,Intra-Functional Move,Demotion,Yes,1,1,4,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,Ireland,52.865196,-7.97946,EMEA,3,3,1,2,22
17940,28540,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,4 - Expert / Manager,Functional,0 - No performance Measurement,APJ,Australia,-24.776108999999998,134.755,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,4 - Expert / Manager,Functional,2 - Partially Meets Expectations,Netherlands,52.237989,5.534607,EMEA,3,3,1,1,29
17941,28541,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,3 - Senior,Functional,5 - Consistently Exceeds Expectations,APJ,China,35.000074,104.999927,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,3 - Senior,Functional,4 - Exceeds Expectations,China,35.000074,104.999927,APJ,3,2,1,3,8
17942,28542,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,3 - Senior,Functional,0 - No performance Measurement,EMEA,Spain,40.002803,-4.003104,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,3 - Senior,Functional,3 - Meets Expectations,Spain,40.002803,-4.003104,EMEA,3,2,1,2,47
17943,28543,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Service,3 - Senior,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Demotion,Yes,1,1,4,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,India,22.351115,78.667743,APJ,4,3,1,3,20
17944,28544,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,R&D,3 - Senior,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,R&D,3 - Senior,Functional,4 - Exceeds Expectations,India,22.351115,78.667743,APJ,2,2,1,3,20
17945,28545,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,3 - Senior,Functional,2 - Partially Meets Expectations,EMEA,Estonia,58.752378,25.331908,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,3 - Senior,Functional,3 - Meets Expectations,Estonia,58.752378,25.331908,EMEA,3,2,1,2,13
17946,28546,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Support,3 - Senior,Functional,3 - Meets Expectations,APJ,Australia,-24.776108999999998,134.755,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Support,3 - Senior,Functional,3 - Meets Expectations,Australia,-24.776108999999998,134.755,APJ,5,2,1,2,1
17947,28547,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,4 - Expert / Manager,Project / Management,0 - No performance Measurement,APJ,China,35.000074,104.999927,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,China,35.000074,104.999927,APJ,3,3,1,3,8
17948,28548,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,3 - Senior,Functional,3 - Meets Expectations,APJ,Japan,36.574844,139.239418,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,3 - Senior,Functional,4 - Exceeds Expectations,Nigeria,9.600036,7.9999720000000005,EMEA,3,2,1,3,31
17949,28549,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Service,3 - Senior,Functional,3 - Meets Expectations,APJ,Singapore,1.290475,103.852036,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Service,3 - Senior,Functional,4 - Exceeds Expectations,Singapore,1.290475,103.852036,APJ,4,2,1,3,42
17950,28550,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Service,3 - Senior,Functional,4 - Exceeds Expectations,APJ,Australia,-24.776108999999998,134.755,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Service,3 - Senior,Functional,4 - Exceeds Expectations,Australia,-24.776108999999998,134.755,APJ,4,2,1,3,1
17951,28551,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Service,2 - Specialist,Functional,3 - Meets Expectations,APJ,Australia,-24.776108999999998,134.755,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Service,2 - Specialist,Functional,3 - Meets Expectations,Australia,-24.776108999999998,134.755,APJ,4,1,1,2,1
17952,28552,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Saudi Arabia,25.624261999999998,42.352833000000004,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Support,2 - Specialist,Functional,4 - Exceeds Expectations,Saudi Arabia,25.624261999999998,42.352833000000004,EMEA,5,1,1,3,40
17953,28553,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,2 - Specialist,Functional,2 - Partially Meets Expectations,EMEA,France,46.603353999999996,1.888334,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,2 - Specialist,Functional,3 - Meets Expectations,France,46.603353999999996,1.888334,EMEA,3,1,1,2,15
17954,28554,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,2 - Specialist,Functional,1 - Does Not Meet Expectations,EMEA,France,46.603353999999996,1.888334,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,2 - Specialist,Functional,3 - Meets Expectations,France,46.603353999999996,1.888334,EMEA,3,1,1,2,15
17955,28555,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Support,2 - Specialist,Functional,3 - Meets Expectations,India,22.351115,78.667743,APJ,5,1,1,2,20
17956,28556,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,R&D,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Israel,30.876027,35.00152,No,No,3 - Decreasing,Intra-Functional Move,Demotion,Yes,1,1,4,R&D,3 - Senior,Functional,4 - Exceeds Expectations,Israel,30.876027,35.00152,EMEA,2,2,1,3,23
17957,28557,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,2 - Specialist,Functional,4 - Exceeds Expectations,India,22.351115,78.667743,APJ,3,1,1,3,20
17958,28558,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,4 - Expert / Manager,Functional,2 - Partially Meets Expectations,APJ,China,35.000074,104.999927,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,China,35.000074,104.999927,APJ,3,3,1,2,8
17959,28559,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,2 - Specialist,Functional,3 - Meets Expectations,APJ,Singapore,1.290475,103.852036,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,2 - Specialist,Functional,3 - Meets Expectations,Singapore,1.290475,103.852036,APJ,3,1,1,2,42
17960,28560,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Service,3 - Senior,Functional,5 - Consistently Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Service,3 - Senior,Functional,5 - Consistently Exceeds Expectations,India,22.351115,78.667743,APJ,4,2,1,4,20
17961,28561,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Support,2 - Specialist,Functional,4 - Exceeds Expectations,India,22.351115,78.667743,APJ,5,1,1,3,20
17962,28562,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,Yes,0,Support,2 - Specialist,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Support,2 - Specialist,Functional,4 - Exceeds Expectations,India,22.351115,78.667743,APJ,5,1,1,3,20
17963,28563,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,3 - Senior,Functional,3 - Meets Expectations,EMEA,Saudi Arabia,25.624261999999998,42.352833000000004,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,3 - Senior,Functional,3 - Meets Expectations,Saudi Arabia,25.624261999999998,42.352833000000004,EMEA,3,2,1,2,40
17964,28564,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Support,2 - Specialist,Functional,4 - Exceeds Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Support,2 - Specialist,Functional,4 - Exceeds Expectations,India,22.351115,78.667743,APJ,5,1,1,3,20
17965,28565,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Service,4 - Expert / Manager,Project / Management,3 - Meets Expectations,EMEA,Switzerland,46.798562,8.231974000000001,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Switzerland,46.798562,8.231974000000001,EMEA,4,3,1,3,49
17966,28566,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,R&D,3 - Senior,Functional,3 - Meets Expectations,EMEA,Israel,30.876027,35.00152,No,Yes,2 - Constant,Intra-Functional Move,Demotion,Yes,1,1,4,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,Israel,30.876027,35.00152,EMEA,2,3,1,2,23
17967,28567,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,EMEA,Netherlands,52.237989,5.534607,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,Netherlands,52.237989,5.534607,EMEA,3,4,2,3,29
17968,28568,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,2 - Specialist,Functional,2 - Partially Meets Expectations,APJ,Japan,36.574844,139.239418,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,2 - Specialist,Functional,3 - Meets Expectations,Japan,36.574844,139.239418,APJ,3,1,1,2,25
17969,28569,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Marketing,1 - Associate,Functional,4 - Exceeds Expectations,APJ,Japan,36.574844,139.239418,No,Yes,1 - Increasing,Intra-Functional Move,Demotion,Yes,1,1,4,Marketing,2 - Specialist,Functional,3 - Meets Expectations,Japan,36.574844,139.239418,APJ,1,1,1,2,25
17970,28570,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,APJ,Singapore,1.290475,103.852036,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,Singapore,1.290475,103.852036,APJ,3,4,2,3,42
17971,28571,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,EMEA,Spain,40.002803,-4.003104,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,Spain,40.002803,-4.003104,EMEA,3,4,2,2,47
17972,28572,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Service,4 - Expert / Manager,Functional,2 - Partially Meets Expectations,APJ,Malaysia,2.392376,112.84719399999999,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Service,4 - Expert / Manager,Project / Management,3 - Meets Expectations,Malaysia,2.392376,112.84719399999999,APJ,4,3,2,2,27
17973,28573,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,4 - Expert / Manager,Project / Management,2 - Partially Meets Expectations,APJ,Malaysia,2.392376,112.84719399999999,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,4 - Expert / Manager,Project / Management,2 - Partially Meets Expectations,Malaysia,2.392376,112.84719399999999,APJ,3,3,2,1,27
17974,28574,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,5 - Senior Expert / Senior Manager,Project / Management,1 - Does Not Meet Expectations,EMEA,Saudi Arabia,25.624261999999998,42.352833000000004,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,Saudi Arabia,25.624261999999998,42.352833000000004,EMEA,3,4,2,3,40
17975,28575,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,APJ,Japan,36.574844,139.239418,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,Japan,36.574844,139.239418,APJ,3,4,2,2,25
17976,28576,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,South Korea,37.5326,127.024612,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,South Korea,37.5326,127.024612,APJ,3,3,1,2,46
17977,28577,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,3 - Senior,Functional,0 - No performance Measurement,APJ,Taiwan,16.039765,111.780899,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,3 - Senior,Functional,3 - Meets Expectations,Serbia,39.78373,-100.445882,EMEA,3,2,1,2,41
17978,28578,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,APJ,South Korea,37.5326,127.024612,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,South Korea,37.5326,127.024612,APJ,3,3,1,4,46
17979,28579,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,5 - Senior Expert / Senior Manager,Project / Management,2 - Partially Meets Expectations,APJ,Singapore,1.290475,103.852036,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,Singapore,1.290475,103.852036,APJ,3,4,2,3,42
17980,28580,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,Singapore,1.290475,103.852036,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Singapore,1.290475,103.852036,APJ,3,3,2,3,42
17981,28581,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Denmark,55.670249,10.333328,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Denmark,55.670249,10.333328,EMEA,3,3,2,3,12
17982,28582,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,R&D,1 - Associate,Functional,3 - Meets Expectations,APJ,China,35.000074,104.999927,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,R&D,1 - Associate,Functional,4 - Exceeds Expectations,China,35.000074,104.999927,APJ,2,0,1,3,8
17983,28583,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,3 - Senior,Functional,3 - Meets Expectations,APJ,Australia,-24.776108999999998,134.755,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,3 - Senior,Functional,4 - Exceeds Expectations,Australia,-24.776108999999998,134.755,APJ,3,2,1,3,1
17984,28584,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,0,Sales,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,EMEA,Switzerland,46.798562,8.231974000000001,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,1,1,4,Sales,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,Switzerland,46.798562,8.231974000000001,EMEA,3,4,2,2,49
17985,28585,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Temporary,No,0,Service,3 - Senior,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,1,1,4,Service,3 - Senior,Functional,3 - Meets Expectations,India,22.351115,78.667743,APJ,4,2,1,2,20
18003,29141,18,No,Low,Medium,No,Female,Generation Z,Non-Managerial,Non-Minority,2,42000,Full-Time,Regular,No,0,Service,4 - Expert / Manager,Project / Management,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,3 - Decreasing,Cross-Functional Move,Same Level,Yes,1,1,3,Support,4 - Expert / Manager,Project / Management,5 - Consistently Exceeds Expectations,Germany,51.083420000000004,10.423447,EMEA,5,3,2,4,17
18004,14376,31,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,144,40000,Full-Time,Regular,No,5,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,Yes,4,5,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
18005,11892,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,144,40000,Full-Time,Regular,No,2,Sales,3 - Senior,Functional,0 - No performance Measurement,APJ,Singapore,1.290475,103.852036,No,No,0 - Not available,Intra-Functional Move,Promotion,Yes,4,5,2,Sales,2 - Specialist,Functional,3 - Meets Expectations,Singapore,1.290475,103.852036,APJ,3,1,1,2,42
18006,10366,31,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,120,50000,Full-Time,Regular,No,6,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,Yes,4,5,3,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
18007,14365,31,Yes,High,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,120,50000,Full-Time,Temporary,No,5,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,Yes,4,5,3,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
18008,20059,32,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,120,50000,Full-Time,Regular,No,52,Sales,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,3 - Decreasing,Intra-Functional Move,Promotion,Yes,4,5,3,Sales,4 - Expert / Manager,Project / Management,5 - Consistently Exceeds Expectations,Lithuania,55.35,23.75,EMEA,3,3,2,4,26
18009,25519,33,Yes,High,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,120,50000,Full-Time,Temporary,No,36,Marketing,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,5,5,3,Marketing,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,USA,39.78373,-100.445882,Americas,1,4,2,2,54
18010,16446,30,Yes,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,108,50000,Full-Time,Regular,No,9,Support,2 - Specialist,Functional,4 - Exceeds Expectations,APJ,China,35.000074,104.999927,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,4,5,3,Support,2 - Specialist,Functional,3 - Meets Expectations,China,35.000074,104.999927,APJ,5,1,1,2,8
18011,10374,31,Yes,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,108,30000,Full-Time,Regular,No,6,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,Yes,4,5,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
18012,10376,31,Yes,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,108,30000,Full-Time,Regular,No,6,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,Yes,4,5,2,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,Fresher,0,6,0,5,16
